ASV	domain	phylum	class	order	family	genus	species
ASV_1533	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	NA	NA
ASV_1534	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	NA	NA
ASV_1535	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_1536	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	NA	NA
ASV_1537	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1538	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1540	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	NA	NA	NA
ASV_1541	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1543	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	VULX01	NA
ASV_1545	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_1546	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1547	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1548	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1549	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1550	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1551	Bacteria	Firmicutes_A	NA	NA	NA	NA	NA
ASV_1552	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1555	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-302	NA
ASV_1556	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1557	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA
ASV_1559	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	NA
ASV_1560	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	NA
ASV_1561	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	NA	NA
ASV_1563	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_1564	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium	NA
ASV_1565	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_1566	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1567	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1568	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1569	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	NA
ASV_1570	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	NA
ASV_1571	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1574	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1576	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	NA
ASV_1578	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1581	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	HGM04792	NA
ASV_1582	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1584	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_1585	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1586	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV_1587	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	NA	NA
ASV_1590	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1591	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium_A	NA
ASV_1592	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1594	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA
ASV_1595	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV_1596	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	NA
ASV_1597	Bacteria	Firmicutes	Bacilli	Haloplasmatales_A	Turicibacteraceae	Turicibacter	NA
ASV_1600	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1601	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	TF01-11	NA
ASV_1603	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	CAG-353	NA
ASV_1604	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1605	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	NA	NA	NA
ASV_1606	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	UBA1436	NA
ASV_1607	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_1608	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_1609	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1610	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1612	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1613	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1614	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1615	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Dermatophilaceae	NA	NA
ASV_1616	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1617	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Harryflintia	NA
ASV_1618	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1620	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	NA
ASV_1622	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1623	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1624	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1625	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA
ASV_1627	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	ER4	NA
ASV_1628	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1629	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1630	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1631	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1632	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1633	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	NA
ASV_1635	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	VULX01	NA
ASV_1636	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1637	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1638	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	NA
ASV_1640	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_1641	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1642	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA
ASV_1644	Bacteria	Firmicutes	Bacilli	NA	NA	NA	NA
ASV_1646	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1648	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Peptostreptococcus	NA
ASV_1649	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1650	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1652	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_1653	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1655	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	NA	NA
ASV_1656	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1657	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1658	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	NA	NA
ASV_1660	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1661	Bacteria	Firmicutes	Bacilli	RFN20	CAG-826	UBA4855	NA
ASV_1662	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1663	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1664	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1665	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	NA
ASV_1667	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella_A	NA
ASV_1668	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-177	NA
ASV_1669	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	NA	NA
ASV_1670	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
ASV_1671	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	NA
ASV_1672	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	NA
ASV_1673	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1674	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	NA	NA	NA
ASV_1675	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	NA
ASV_1676	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1678	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	UBA7741	NA
ASV_1683	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	NA
ASV_1684	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Bariatricus	NA
ASV_1685	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	NA	NA
ASV_1687	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA
ASV_1688	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1689	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1691	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1692	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA
ASV_1693	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium_AN	NA
ASV_1694	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_1695	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Duodenibacillus	NA
ASV_1696	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	NA
ASV_1697	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_1698	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1699	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-110	NA
ASV_1701	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	NA
ASV_1703	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	NA	NA
ASV_1704	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1705	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1706	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-877	NA
ASV_1707	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_1709	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Leucobacter	NA
ASV_1711	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1713	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_1714	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-138	PeH17	NA
ASV_1715	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Gallibacterium	NA
ASV_1716	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1718	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-110	NA
ASV_1719	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1720	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Sharpea	NA
ASV_1721	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1722	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1723	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	NA	NA
ASV_1725	Bacteria	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	NA	NA
ASV_1726	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1727	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Actinomycetaceae	NA	NA
ASV_1728	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	NA
ASV_1730	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1732	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	NA	NA	NA
ASV_1733	Bacteria	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	51-20	NA
ASV_1735	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1737	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_1738	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinivibrio	NA
ASV_1739	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV_1740	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA
ASV_1742	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_1743	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1744	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1745	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1746	Bacteria	Verrucomicrobiota	Kiritimatiellae	RFP12	UBA1067	UBA1067	NA
ASV_1747	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus	NA
ASV_1748	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1749	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1751	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
ASV_1753	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1754	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	D5	NA
ASV_1756	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium_A	NA
ASV_1758	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1759	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_1763	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1764	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1765	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	NA
ASV_1767	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1768	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1769	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA	NA
ASV_1771	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-83	NA
ASV_1772	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	NA	NA
ASV_1773	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
ASV_1774	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Mailhella	NA
ASV_1775	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1776	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_1777	Bacteria	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Schwartzia	NA
ASV_1778	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1779	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA	NA
ASV_1780	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Actinomycetaceae	Trueperella	NA
ASV_1781	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-594	NA
ASV_1782	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_H	NA
ASV_1783	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_1786	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1787	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1789	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	NA
ASV_1790	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1791	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA
ASV_1793	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1794	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA
ASV_1795	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Brevibacteriaceae	Brevibacterium	NA
ASV_1797	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_A	Rhizobiaceae_A	NA	NA
ASV_1798	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1799	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
ASV_1800	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-138	PeH17	NA
ASV_1802	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
ASV_1803	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1804	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_1805	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
ASV_1806	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	NA
ASV_1807	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1809	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_1810	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1811	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1812	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	NA	NA
ASV_1813	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1814	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	UBA6984	NA
ASV_1815	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	NA	NA	NA
ASV_1816	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Gallibacterium	NA
ASV_1817	Bacteria	Firmicutes_A	Clostridia	Monoglobales_A	UBA1381	CAG-41	NA
ASV_1818	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	NA
ASV_1819	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1820	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	UBA1740	NA
ASV_1821	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-302	NA
ASV_1822	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1825	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1826	Bacteria	Eremiobacterota	Xenobia	Xenobiales	Xenobiaceae	Bruticola	NA
ASV_1827	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1828	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	NA	NA
ASV_1829	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1830	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA	NA
ASV_1833	Bacteria	Firmicutes_A	NA	NA	NA	NA	NA
ASV_1835	Bacteria	Firmicutes	Bacilli	Staphylococcales	Salinicoccaceae	Jeotgalicoccus	NA
ASV_1836	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1837	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1838	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1839	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1840	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-138	PeH17	NA
ASV_1841	Bacteria	Firmicutes_A	NA	NA	NA	NA	NA
ASV_1842	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-138	PeH17	NA
ASV_1843	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Veillonellaceae	NA	NA
ASV_1844	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA	NA
ASV_1845	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	HUN007	NA
ASV_1846	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	NA	NA
ASV_1847	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA
ASV_1848	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	HUN007	NA
ASV_1849	Bacteria	Firmicutes_A	NA	NA	NA	NA	NA
ASV_1851	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_1853	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-217	NA
ASV_1855	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1857	Bacteria	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Schwartzia	NA
ASV_1858	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1859	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1860	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1862	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	NA
ASV_1863	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	NA	NA
ASV_1864	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1866	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	2-12-FULL-66-21	NA	NA
ASV_1867	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-81	NA
ASV_1868	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	CAG-382	UMGS882	NA
ASV_1869	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1870	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA
ASV_1871	Bacteria	Firmicutes	Bacilli	RF39	UBA660	NA	NA
ASV_1872	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1873	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1874	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	NA	NA
ASV_1875	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	NA
ASV_1877	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	NA
ASV_1879	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	NA	NA
ASV_1880	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV_1881	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
ASV_1882	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	TF01-11	NA
ASV_1883	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA
ASV_1884	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	NA
ASV_1885	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA
ASV_1886	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1887	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	SFJ001	NA
ASV_1888	Bacteria	Chloroflexota	Ellin6529	CSP1-4	CSP1-4	CAIXZV01	NA
ASV_1890	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1891	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1892	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	NA
ASV_1893	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Caecibacter	NA
ASV_1894	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	NA
ASV_1895	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Rothia	NA
ASV_1896	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	NA
ASV_1897	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	NA	NA
ASV_1898	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1899	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetitomaculum	NA
ASV_1900	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1903	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	NA	NA
ASV_1904	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-317	NA
ASV_1905	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-127	NA
ASV_1906	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Peptostreptococcus	NA
ASV_1907	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1911	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA
ASV_1912	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	NA
ASV_1913	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_1914	Bacteria	Firmicutes_A	Clostridia	Monoglobales_A	UBA1381	CAG-41	NA
ASV_1916	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1917	Bacteria	Firmicutes_A	Clostridia	Eubacteriales	Eubacteriaceae	Pseudoramibacter	NA
ASV_1918	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	NA
ASV_1919	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-180	NA
ASV_1923	Bacteria	Firmicutes_A	Clostridia	Saccharofermentanales	Saccharofermentanaceae	Saccharofermentans	NA
